Entity,Year,Country code,Total population (Gapminder),Life Expectancy (at birth) World Bank data,Health Expenditure and Financing (per capita)
Afghanistan,1800,AFG,3280000,,
Afghanistan,1820,AFG,3280000,,
Afghanistan,1870,AFG,4207000,,
Afghanistan,1913,AFG,5730000,,
Afghanistan,1950,AFG,8151455,,
Afghanistan,1951,AFG,8276820,,
Afghanistan,1952,AFG,8407148,,
Afghanistan,1953,AFG,8542906,,
Afghanistan,1954,AFG,8684494,,
Afghanistan,1955,AFG,8832253,,
Afghanistan,1956,AFG,8986449,,
Afghanistan,1957,AFG,9147286,,
Afghanistan,1958,AFG,9314915,,
Afghanistan,1959,AFG,9489453,,
Afghanistan,1960,AFG,9671046,31.58004878,
Afghanistan,1961,AFG,9859928,32.09597561,
Afghanistan,1962,AFG,10056480,32.61187805,
Afghanistan,1963,AFG,10261254,33.12731707,
Afghanistan,1964,AFG,10474903,33.6412439,
Afghanistan,1965,AFG,10697983,34.15368293,
Afghanistan,1966,AFG,10927724,34.66312195,
Afghanistan,1967,AFG,11163656,35.17007317,
Afghanistan,1968,AFG,11411022,35.67202439,
Afghanistan,1969,AFG,11676990,36.16997561,
Afghanistan,1970,AFG,11964906,36.65943902,
Afghanistan,1971,AFG,12273101,37.13941463,
Afghanistan,1972,AFG,12593688,37.60887805,
Afghanistan,1973,AFG,12915499,38.06934146,
Afghanistan,1974,AFG,13223928,38.52329268,
Afghanistan,1975,AFG,13505544,38.97026829,
Afghanistan,1976,AFG,13766792,39.41073171,
Afghanistan,1977,AFG,14003408,39.84770732,
Afghanistan,1978,AFG,14179656,40.29068293,
Afghanistan,1979,AFG,14249493,40.74817073,
Afghanistan,1980,AFG,14185729,41.23365854,
Afghanistan,1981,AFG,13984092,41.76063415,
Afghanistan,1982,AFG,13672870,42.33560976,
Afghanistan,1983,AFG,13300056,42.96304878,
Afghanistan,1984,AFG,12931791,43.6444878,
Afghanistan,1985,AFG,12625292,44.37990244,
Afghanistan,1986,AFG,12372113,45.16880488,
Afghanistan,1987,AFG,12183387,45.99721951,
Afghanistan,1988,AFG,12156685,46.85014634,
Afghanistan,1989,AFG,12414686,47.71158537,
Afghanistan,1990,AFG,13032161,48.56704878,
Afghanistan,1991,AFG,14069854,49.40456098,
Afghanistan,1992,AFG,15472076,50.21312195,
Afghanistan,1993,AFG,17053213,50.9852439,
Afghanistan,1994,AFG,18553819,51.70939024,
Afghanistan,1995,AFG,19789880,52.37507317,
Afghanistan,1996,AFG,20684982,52.97278049,
Afghanistan,1997,AFG,21299350,53.5084878,
Afghanistan,1998,AFG,21752257,53.99219512,
Afghanistan,1999,AFG,22227543,54.43287805,
Afghanistan,2000,AFG,22856302,54.84856098,
Afghanistan,2001,AFG,23677385,55.25621951,
Afghanistan,2002,AFG,24639841,55.67187805,
Afghanistan,2003,AFG,25678639,56.10756098,
Afghanistan,2004,AFG,26693486,56.56973171,
Afghanistan,2005,AFG,27614718,57.05843902,
Afghanistan,2006,AFG,28420974,57.57065854,
Afghanistan,2007,AFG,29145841,58.09136585,
Afghanistan,2008,AFG,29839994,58.60709756,
Afghanistan,2009,AFG,30577756,59.11234146,
Afghanistan,2010,AFG,31411743,59.60009756,
Afghanistan,2011,AFG,32358260,60.06536585,
Afghanistan,2012,AFG,33397058,60.50912195,
Afghanistan,2013,AFG,34499915,60.93141463,
Albania,1700,ALB,300000,,
Albania,1800,ALB,410445,,
Albania,1820,ALB,437000,,
Albania,1850,ALB,500000,,
Albania,1870,ALB,603000,,
Albania,1890,ALB,726000,,
Albania,1900,ALB,800000,,
Albania,1910,ALB,874000,,
Albania,1913,ALB,898000,,
Albania,1920,ALB,932000,,
Albania,1921,ALB,937000,,
Albania,1922,ALB,942000,,
Albania,1923,ALB,947000,,
Albania,1924,ALB,952000,,
Albania,1925,ALB,956000,,
Albania,1926,ALB,962000,,
Albania,1927,ALB,967000,,
Albania,1928,ALB,972000,,
Albania,1929,ALB,977000,,
Albania,1930,ALB,982000,,
Albania,1931,ALB,988000,,
Albania,1932,ALB,993000,,
Albania,1933,ALB,998000,,
Albania,1934,ALB,1003000,,
Albania,1935,ALB,1009000,,
Albania,1936,ALB,1014000,,
Albania,1937,ALB,1030000,,
Albania,1938,ALB,1040000,,
Albania,1939,ALB,1070000,,
Albania,1940,ALB,1088000,,
Albania,1941,ALB,1100000,,
Albania,1942,ALB,1117000,,
Albania,1943,ALB,1119000,,
Albania,1944,ALB,1122000,,
Albania,1945,ALB,1138000,,
Albania,1946,ALB,1154000,,
Albania,1947,ALB,1175000,,
Albania,1948,ALB,1192000,,
Albania,1949,ALB,1209000,,
Albania,1950,ALB,1215002,,
Albania,1951,ALB,1239971,,
Albania,1952,ALB,1269302,,
Albania,1953,ALB,1302536,,
Albania,1954,ALB,1339240,,
Albania,1955,ALB,1378998,,
Albania,1956,ALB,1421417,,
Albania,1957,ALB,1466124,,
Albania,1958,ALB,1512765,,
Albania,1959,ALB,1561012,,
Albania,1960,ALB,1610565,62.25436585,
Albania,1961,ALB,1661158,63.27346341,
Albania,1962,ALB,1712563,64.16285366,
Albania,1963,ALB,1764593,64.88709756,
Albania,1964,ALB,1817098,65.43819512,
Albania,1965,ALB,1869942,65.82739024,
Albania,1966,ALB,1922993,66.08931707,
Albania,1967,ALB,1976140,66.28721951,
Albania,1968,ALB,2029314,66.47495122,
Albania,1969,ALB,2082474,66.68160976,
Albania,1970,ALB,2135599,66.93258537,
Albania,1971,ALB,2188650,67.23887805,
Albania,1972,ALB,2241623,67.58595122,
Albania,1973,ALB,2294578,67.95795122,
Albania,1974,ALB,2347607,68.34834146,
Albania,1975,ALB,2400801,68.74121951,
Albania,1976,ALB,2454255,69.1155122,
Albania,1977,ALB,2508026,69.45617073,
Albania,1978,ALB,2562121,69.7542439,
Albania,1979,ALB,2616530,70.00965854,
Albania,1980,ALB,2671300,70.23597561,
Albania,1981,ALB,2725029,70.45446341,
Albania,1982,ALB,2777592,70.68512195,
Albania,1983,ALB,2831682,70.93739024,
Albania,1984,ALB,2891004,71.20653659,
Albania,1985,ALB,2957390,71.47121951,
Albania,1986,ALB,3033393,71.69756098,
Albania,1987,ALB,3116009,71.86195122,
Albania,1988,ALB,3194854,71.95329268,
Albania,1989,ALB,3255859,71.97858537,
Albania,1990,ALB,3289483,71.95731707,
Albania,1991,ALB,3291695,71.91841463,
Albania,1992,ALB,3266983,71.90080488,
Albania,1993,ALB,3224901,71.93585366,
Albania,1994,ALB,3179442,72.04195122,
Albania,1995,ALB,3141102,72.23602439,
Albania,1996,ALB,3112597,72.52741463,
Albania,1997,ALB,3091902,72.89809756,
Albania,1998,ALB,3079037,73.32658537,
Albania,1999,ALB,3072725,73.79339024,
Albania,2000,ALB,3071856,74.27207317,
Albania,2001,ALB,3077378,74.73421951,
Albania,2002,ALB,3089778,75.15795122,
Albania,2003,ALB,3106701,75.52936585,
Albania,2004,ALB,3124861,75.839,
Albania,2005,ALB,3141800,76.08939024,
Albania,2006,ALB,3156607,76.29053659,
Albania,2007,ALB,3169665,76.46485366,
Albania,2008,ALB,3181397,76.63231707,
Albania,2009,ALB,3192723,76.80187805,
Albania,2010,ALB,3204284,76.9785122,
Albania,2011,ALB,3215988,77.16321951,
Albania,2012,ALB,3227373,77.35046341,
Albania,2013,ALB,3238316,77.5372439,
Algeria,1700,DZA,1750000,,
Algeria,1800,DZA,2503218,,
Algeria,1820,DZA,2689000,,
Algeria,1870,DZA,3776000,,
Algeria,1913,DZA,5497000,,
Algeria,1950,DZA,8752997,,
Algeria,1951,DZA,8953373,,
Algeria,1952,DZA,9140990,,
Algeria,1953,DZA,9326099,,
Algeria,1954,DZA,9515990,,
Algeria,1955,DZA,9715002,,
Algeria,1956,DZA,9924347,,
Algeria,1957,DZA,10142284,,
Algeria,1958,DZA,10364614,,
Algeria,1959,DZA,10585506,,
Algeria,1960,DZA,10799997,46.13512195,
Algeria,1961,DZA,11006643,46.59031707,
Algeria,1962,DZA,11209845,47.045,
Algeria,1963,DZA,11420845,47.49619512,
Algeria,1964,DZA,11654905,47.94190244,
Algeria,1965,DZA,11923002,48.37609756,
Algeria,1966,DZA,12229853,48.79080488,
Algeria,1967,DZA,12572629,49.1875122,
Algeria,1968,DZA,12945462,49.57270732,
Algeria,1969,DZA,13338918,49.95590244,
Algeria,1970,DZA,13746185,50.34363415,
Algeria,1971,DZA,14165889,50.74392683,
Algeria,1972,DZA,14600659,51.17180488,
Algeria,1973,DZA,15052371,51.64570732,
Algeria,1974,DZA,15524137,52.18807317,
Algeria,1975,DZA,16018195,52.8362439,
Algeria,1976,DZA,16533323,53.6305122,
Algeria,1977,DZA,17068212,54.57826829,
Algeria,1978,DZA,17624756,55.66753659,
Algeria,1979,DZA,18205468,56.87487805,
Algeria,1980,DZA,18811199,58.16402439,
Algeria,1981,DZA,19442423,59.4867561,
Algeria,1982,DZA,20095648,60.78634146,
Algeria,1983,DZA,20762767,62.00895122,
Algeria,1984,DZA,21433070,63.11712195,
Algeria,1985,DZA,22098298,64.07626829,
Algeria,1986,DZA,22753511,64.86721951,
Algeria,1987,DZA,23398470,65.51019512,
Algeria,1988,DZA,24035237,66.02753659,
Algeria,1989,DZA,24668100,66.43368293,
Algeria,1990,DZA,25299182,66.75117073,
Algeria,1991,DZA,25930560,67.00312195,
Algeria,1992,DZA,26557969,67.21870732,
Algeria,1993,DZA,27169903,67.421,
Algeria,1994,DZA,27751086,67.6285122,
Algeria,1995,DZA,28291591,67.84819512,
Algeria,1996,DZA,28786855,68.07892683,
Algeria,1997,DZA,29242917,68.30758537,
Algeria,1998,DZA,29673694,68.52609756,
Algeria,1999,DZA,30099010,68.73295122,
Algeria,2000,DZA,30533827,68.93019512,
Algeria,2001,DZA,30982214,69.12043902,
Algeria,2002,DZA,31441848,69.30526829,
Algeria,2003,DZA,31913462,69.4862439,
Algeria,2004,DZA,32396048,69.66387805,
Algeria,2005,DZA,32888449,69.83860976,
Algeria,2006,DZA,33391954,70.00836585,
Algeria,2007,DZA,33906605,70.17104878,
Algeria,2008,DZA,34428028,70.32707317,
Algeria,2009,DZA,34950168,70.47492683,
Algeria,2010,DZA,35468208,70.61660976,
Algeria,2011,DZA,35980193,70.75168293,
Algeria,2012,DZA,36485828,70.88217073,
Algeria,2013,DZA,36983924,71.00965854,
American Samoa,1700,ASM,7427,,
American Samoa,1800,ASM,8170,,
American Samoa,1850,ASM,8100,,
American Samoa,1900,ASM,5700,,
American Samoa,1912,ASM,7300,,
American Samoa,1920,ASM,8100,,
American Samoa,1930,ASM,10000,,
American Samoa,1940,ASM,13000,,
American Samoa,1950,ASM,18937,,
American Samoa,1951,ASM,19287,,
American Samoa,1952,ASM,19525,,
American Samoa,1953,ASM,19659,,
American Samoa,1954,ASM,19706,,
American Samoa,1955,ASM,19688,,
American Samoa,1956,ASM,19640,,
American Samoa,1957,ASM,19603,,
American Samoa,1958,ASM,19624,,
American Samoa,1959,ASM,19757,,
American Samoa,1960,ASM,20041,,
American Samoa,1961,ASM,20500,,
American Samoa,1962,ASM,21124,,
American Samoa,1963,ASM,21870,,
American Samoa,1964,ASM,22672,,
American Samoa,1965,ASM,23480,,
American Samoa,1966,ASM,24283,,
American Samoa,1967,ASM,25087,,
American Samoa,1968,ASM,25869,,
American Samoa,1969,ASM,26608,,
American Samoa,1970,ASM,27288,,
American Samoa,1971,ASM,27907,,
American Samoa,1972,ASM,28470,,
American Samoa,1973,ASM,28983,,
American Samoa,1974,ASM,29453,,
American Samoa,1975,ASM,29897,,
American Samoa,1976,ASM,30305,,
American Samoa,1977,ASM,30696,,
American Samoa,1978,ASM,31139,,
American Samoa,1979,ASM,31727,,
American Samoa,1980,ASM,32526,,
American Samoa,1981,ASM,33557,,
American Samoa,1982,ASM,34797,,
American Samoa,1983,ASM,36203,,
American Samoa,1984,ASM,37706,,
American Samoa,1985,ASM,39253,,
American Samoa,1986,ASM,40834,,
American Samoa,1987,ASM,42446,,
American Samoa,1988,ASM,44048,,
American Samoa,1989,ASM,45595,,
American Samoa,1990,ASM,47052,,
American Samoa,1991,ASM,48402,,
American Samoa,1992,ASM,49648,,
American Samoa,1993,ASM,50801,,
American Samoa,1994,ASM,51885,,
American Samoa,1995,ASM,52919,,
American Samoa,1996,ASM,53901,,
American Samoa,1997,ASM,54834,,
American Samoa,1998,ASM,55745,,
American Samoa,1999,ASM,56667,,
American Samoa,2000,ASM,57625,,
American Samoa,2001,ASM,58633,,
American Samoa,2002,ASM,59687,,
American Samoa,2003,ASM,60774,,
American Samoa,2004,ASM,61871,,
American Samoa,2005,ASM,62962,,
American Samoa,2006,ASM,64045,,
American Samoa,2007,ASM,65130,,
American Samoa,2008,ASM,66217,,
American Samoa,2009,ASM,67312,,
American Samoa,2010,ASM,68420,,
American Samoa,2011,ASM,69543,,
American Samoa,2012,ASM,70680,,
American Samoa,2013,ASM,71834,,
Andorra,1800,AND,2654,,
Andorra,1820,AND,2654,,
Andorra,1950,AND,6197,,
Andorra,1951,AND,6692,,
Andorra,1952,AND,7247,,
Andorra,1953,AND,7856,,
Andorra,1954,AND,8514,,
Andorra,1955,AND,9217,,
Andorra,1956,AND,9964,,
Andorra,1957,AND,10754,,
Andorra,1958,AND,11585,,
Andorra,1959,AND,12460,,
Andorra,1960,AND,13377,,
Andorra,1961,AND,14337,,
Andorra,1962,AND,15337,,
Andorra,1963,AND,16373,,
Andorra,1964,AND,17438,,
Andorra,1965,AND,18529,,
Andorra,1966,AND,19640,,
Andorra,1967,AND,20772,,
Andorra,1968,AND,21931,,
Andorra,1969,AND,23127,,
Andorra,1970,AND,24364,,
Andorra,1971,AND,25656,,
Andorra,1972,AND,26997,,
Andorra,1973,AND,28357,,
Andorra,1974,AND,29688,,
Andorra,1975,AND,30967,,
Andorra,1976,AND,32156,,
Andorra,1977,AND,33279,,
Andorra,1978,AND,34432,,
Andorra,1979,AND,35753,,
Andorra,1980,AND,37328,,
Andorra,1981,AND,39226,,
Andorra,1982,AND,41390,,
Andorra,1983,AND,43636,,
Andorra,1984,AND,45702,,
Andorra,1985,AND,47414,,
Andorra,1986,AND,48653,,
Andorra,1987,AND,49504,,
Andorra,1988,AND,50236,,
Andorra,1989,AND,51241,,
Andorra,1990,AND,52773,,
Andorra,1991,AND,54996,,
Andorra,1992,AND,57767,,
Andorra,1993,AND,60670,,
Andorra,1994,AND,63111,,
Andorra,1995,AND,64699,,
Andorra,1996,AND,65227,,
Andorra,1997,AND,64905,,
Andorra,1998,AND,64246,,
Andorra,1999,AND,63985,,
Andorra,2000,AND,64634,,
Andorra,2001,AND,66390,,
Andorra,2002,AND,69043,,
Andorra,2003,AND,72203,,
Andorra,2004,AND,75292,,
Andorra,2005,AND,77888,,
Andorra,2006,AND,79874,,
Andorra,2007,AND,81390,,
Andorra,2008,AND,82577,,
Andorra,2009,AND,83677,,
Andorra,2010,AND,84864,,
Andorra,2011,AND,86165,,
Andorra,2012,AND,87518,,
Andorra,2013,AND,88909,,
Angola,1800,AGO,1567028,,
Angola,1820,AGO,1567028,,
Angola,1940,AGO,3738000,,
Angola,1950,AGO,4147509,,
Angola,1951,AGO,4219332,,
Angola,1952,AGO,4296534,,
Angola,1953,AGO,4376947,,
Angola,1954,AGO,4458962,,
Angola,1955,AGO,4541519,,
Angola,1956,AGO,4624143,,
Angola,1957,AGO,4706909,,
Angola,1958,AGO,4790376,,
Angola,1959,AGO,4875462,,
Angola,1960,AGO,4963068,32.98482927,
Angola,1961,AGO,5053693,33.38621951,
Angola,1962,AGO,5147083,33.78758537,
Angola,1963,AGO,5242084,34.18846341,
Angola,1964,AGO,5337063,34.59034146,
Angola,1965,AGO,5431135,34.99221951,
Angola,1966,AGO,5524090,35.39509756,
Angola,1967,AGO,5617242,35.79997561,
Angola,1968,AGO,5713156,36.20585366,
Angola,1969,AGO,5815282,36.6102439,
Angola,1970,AGO,5926333,37.01512195,
Angola,1971,AGO,6047736,37.42102439,
Angola,1972,AGO,6179685,37.82692683,
Angola,1973,AGO,6322194,38.22682927,
Angola,1974,AGO,6474796,38.61378049,
Angola,1975,AGO,6637419,38.97580488,
Angola,1976,AGO,6808850,39.301,
Angola,1977,AGO,6989988,39.58136585,
Angola,1978,AGO,7185188,39.81585366,
Angola,1979,AGO,7400231,40.00539024,
Angola,1980,AGO,7638420,40.1592439,
Angola,1981,AGO,7903368,40.28865854,
Angola,1982,AGO,8191774,40.408,
Angola,1983,AGO,8491682,40.5282439,
Angola,1984,AGO,8786652,40.65395122,
Angola,1985,AGO,9065562,40.77778049,
Angola,1986,AGO,9322550,40.8874878,
Angola,1987,AGO,9562796,40.97387805,
Angola,1988,AGO,9799680,41.03770732,
Angola,1989,AGO,10052567,41.08765854,
Angola,1990,AGO,10335052,41.13834146,
Angola,1991,AGO,10653515,41.20634146,
Angola,1992,AGO,11002910,41.31302439,
Angola,1993,AGO,11371750,41.47819512,
Angola,1994,AGO,11742960,41.7162439,
Angola,1995,AGO,12105105,42.05146341,
Angola,1996,AGO,12452725,42.50163415,
Angola,1997,AGO,12792237,43.06212195,
Angola,1998,AGO,13138265,43.71426829,
Angola,1999,AGO,13511575,44.439,
Angola,2000,AGO,13926373,45.20478049,
Angola,2001,AGO,14388244,45.97314634,
Angola,2002,AGO,14890474,46.71173171,
Angola,2003,AGO,15419943,47.39317073,
Angola,2004,AGO,15957460,48.0035122,
Angola,2005,AGO,16489021,48.53880488,
Angola,2006,AGO,17010366,49.00704878,
Angola,2007,AGO,17525367,49.43573171,
Angola,2008,AGO,18037964,49.84739024,
Angola,2009,AGO,18555115,50.25102439,
Angola,2010,AGO,19081912,50.65417073,
Angola,2011,AGO,19618432,51.05931707,
Angola,2012,AGO,20162517,51.464,
Angola,2013,AGO,20714494,51.86617073,
Anguilla,1800,AIA,2025,,
Anguilla,1820,AIA,2025,,
Anguilla,1950,AIA,5121,,
Anguilla,1951,AIA,5297,,
Anguilla,1952,AIA,5438,,
Anguilla,1953,AIA,5549,,
Anguilla,1954,AIA,5635,,
Anguilla,1955,AIA,5697,,
Anguilla,1956,AIA,5743,,
Anguilla,1957,AIA,5777,,
Anguilla,1958,AIA,5805,,
Anguilla,1959,AIA,5831,,
Anguilla,1960,AIA,5863,,
Anguilla,1961,AIA,5901,,
Anguilla,1962,AIA,5948,,
Anguilla,1963,AIA,6001,,
Anguilla,1964,AIA,6057,,
Anguilla,1965,AIA,6114,,
Anguilla,1966,AIA,6171,,
Anguilla,1967,AIA,6228,,
Anguilla,1968,AIA,6287,,
Anguilla,1969,AIA,6344,,
Anguilla,1970,AIA,6400,,
Anguilla,1971,AIA,6454,,
Anguilla,1972,AIA,6506,,
Anguilla,1973,AIA,6554,,
Anguilla,1974,AIA,6596,,
Anguilla,1975,AIA,6630,,
Anguilla,1976,AIA,6662,,
Anguilla,1977,AIA,6691,,
Anguilla,1978,AIA,6713,,
Anguilla,1979,AIA,6716,,
Anguilla,1980,AIA,6698,,
Anguilla,1981,AIA,6651,,
Anguilla,1982,AIA,6586,,
Anguilla,1983,AIA,6536,,
Anguilla,1984,AIA,6551,,
Anguilla,1985,AIA,6661,,
Anguilla,1986,AIA,6881,,
Anguilla,1987,AIA,7197,,
Anguilla,1988,AIA,7575,,
Anguilla,1989,AIA,7964,,
Anguilla,1990,AIA,8332,,
Anguilla,1991,AIA,8669,,
Anguilla,1992,AIA,8985,,
Anguilla,1993,AIA,9277,,
Anguilla,1994,AIA,9549,,
Anguilla,1995,AIA,9805,,
Anguilla,1996,AIA,10036,,
Anguilla,1997,AIA,10244,,
Anguilla,1998,AIA,10461,,
Anguilla,1999,AIA,10727,,
Anguilla,2000,AIA,11068,,
Anguilla,2001,AIA,11498,,
Anguilla,2002,AIA,12003,,
Anguilla,2003,AIA,12548,,
Anguilla,2004,AIA,13083,,
Anguilla,2005,AIA,13574,,
Anguilla,2006,AIA,14008,,
Anguilla,2007,AIA,14393,,
Anguilla,2008,AIA,14737,,
Anguilla,2009,AIA,15055,,
Anguilla,2010,AIA,15358,,
Anguilla,2011,AIA,15645,,
Anguilla,2012,AIA,15911,,
Anguilla,2013,AIA,16158,,
Antigua and Barbuda,1800,ATG,37000,,
Antigua and Barbuda,1851,ATG,37000,,
Antigua and Barbuda,1861,ATG,37000,,
Antigua and Barbuda,1871,ATG,35000,,
Antigua and Barbuda,1881,ATG,35000,,
Antigua and Barbuda,1891,ATG,37000,,
Antigua and Barbuda,1901,ATG,35000,,
Antigua and Barbuda,1911,ATG,32000,,
Antigua and Barbuda,1921,ATG,30000,,
Antigua and Barbuda,1946,ATG,42000,,
Antigua and Barbuda,1950,ATG,46301,,
Antigua and Barbuda,1951,ATG,48316,,
Antigua and Barbuda,1952,ATG,49906,,
Antigua and Barbuda,1953,ATG,51117,,
Antigua and Barbuda,1954,ATG,52002,,
Antigua and Barbuda,1955,ATG,52625,,
Antigua and Barbuda,1956,ATG,53061,,
Antigua and Barbuda,1957,ATG,53393,,
Antigua and Barbuda,1958,ATG,53711,,
Antigua and Barbuda,1959,ATG,54107,,
Antigua and Barbuda,1960,ATG,54657,61.78273171,
Antigua and Barbuda,1961,ATG,55408,62.19541463,
Antigua and Barbuda,1962,ATG,56362,62.59853659,
Antigua and Barbuda,1963,ATG,57472,62.99258537,
Antigua and Barbuda,1964,ATG,58653,63.37858537,
Antigua and Barbuda,1965,ATG,59844,63.75607317,
Antigua and Barbuda,1966,ATG,61032,64.12556098,
Antigua and Barbuda,1967,ATG,62226,64.48807317,
Antigua and Barbuda,1968,ATG,63401,64.84212195,
Antigua and Barbuda,1969,ATG,64528,65.18919512,
Antigua and Barbuda,1970,ATG,65587,65.52934146,
Antigua and Barbuda,1971,ATG,66554,65.86202439,
Antigua and Barbuda,1972,ATG,67419,66.18826829,
Antigua and Barbuda,1973,ATG,68182,66.508,
Antigua and Barbuda,1974,ATG,68848,66.82178049,
Antigua and Barbuda,1975,ATG,69420,67.13007317,
Antigua and Barbuda,1976,ATG,69910,67.43339024,
Antigua and Barbuda,1977,ATG,70301,67.7307561,
Antigua and Barbuda,1978,ATG,70533,68.02263415,
Antigua and Barbuda,1979,ATG,70525,68.30953659,
Antigua and Barbuda,1980,ATG,70228,68.59197561,
Antigua and Barbuda,1981,ATG,69639,68.86895122,
Antigua and Barbuda,1982,ATG,68803,69.14092683,
Antigua and Barbuda,1983,ATG,67792,69.40792683,
Antigua and Barbuda,1984,ATG,66701,69.67046341,
Antigua and Barbuda,1985,ATG,65614,69.9285122,
Antigua and Barbuda,1986,ATG,64539,70.18256098,
Antigua and Barbuda,1987,ATG,63510,70.43263415,
Antigua and Barbuda,1988,ATG,62669,70.67973171,
Antigua and Barbuda,1989,ATG,62192,70.92282927,
Antigua and Barbuda,1990,ATG,62202,71.16295122,
Antigua and Barbuda,1991,ATG,62754,71.40058537,
Antigua and Barbuda,1992,ATG,63802,71.63470732,
Antigua and Barbuda,1993,ATG,65238,71.86585366,
Antigua and Barbuda,1994,ATG,66895,72.093,
Antigua and Barbuda,1995,ATG,68642,72.31768293,
Antigua and Barbuda,1996,ATG,70450,72.53885366,
Antigua and Barbuda,1997,ATG,72322,72.75756098,
Antigua and Barbuda,1998,ATG,74190,72.97378049,
Antigua and Barbuda,1999,ATG,75985,73.18602439,
Antigua and Barbuda,2000,ATG,77656,73.39729268,
Antigua and Barbuda,2001,ATG,79165,73.60607317,
Antigua and Barbuda,2002,ATG,80507,73.81339024,
Antigua and Barbuda,2003,ATG,81716,74.01921951,
Antigua and Barbuda,2004,ATG,82838,74.22204878,
Antigua and Barbuda,2005,ATG,83916,74.42185366,
Antigua and Barbuda,2006,ATG,84952,74.61609756,
Antigua and Barbuda,2007,ATG,85935,74.80478049,
Antigua and Barbuda,2008,ATG,86881,74.98687805,
Antigua and Barbuda,2009,ATG,87802,75.16241463,
Antigua and Barbuda,2010,ATG,88710,75.33390244,
Antigua and Barbuda,2011,ATG,89612,75.50036585,
Antigua and Barbuda,2012,ATG,90510,75.66531707,
Antigua and Barbuda,2013,ATG,91404,75.82929268,
Arab World,1960,,,46.74067149,
Arab World,1961,,,47.36800833,
Arab World,1962,,,47.9842105,
Arab World,1963,,,48.59209015,
Arab World,1964,,,49.19220957,
Arab World,1965,,,49.78083124,
Arab World,1966,,,50.35066536,
Arab World,1967,,,50.89961912,
Arab World,1968,,,51.43048715,
Arab World,1969,,,51.95135761,
Arab World,1970,,,52.47400664,
Arab World,1971,,,53.01386769,
Arab World,1972,,,53.57953525,
Arab World,1973,,,54.17155186,
Arab World,1974,,,54.78451189,
Arab World,1975,,,55.40965068,
Arab World,1976,,,56.03569505,
Arab World,1977,,,56.65347938,
Arab World,1978,,,57.26249233,
Arab World,1979,,,57.87004876,
Arab World,1980,,,58.48839927,
Arab World,1981,,,59.129009,
Arab World,1982,,,59.79506084,
Arab World,1983,,,60.48126764,
Arab World,1984,,,61.17204626,
Arab World,1985,,,61.84992751,
Arab World,1986,,,62.49501908,
Arab World,1987,,,63.09241042,
Arab World,1988,,,63.63233642,
Arab World,1989,,,64.11189938,
Arab World,1990,,,64.62570559,
Arab World,1991,,,65.00167323,
Arab World,1992,,,65.29119174,
Arab World,1993,,,65.62356247,
Arab World,1994,,,65.95948936,
Arab World,1995,,,66.33717076,
Arab World,1996,,,66.64932681,
Arab World,1997,,,66.94745484,
Arab World,1998,,,67.21345876,
Arab World,1999,,,67.46442632,
Arab World,2000,,,67.67854538,
Arab World,2001,,,67.87702172,
Arab World,2002,,,68.05807453,
Arab World,2003,,,68.22981798,
Arab World,2004,,,68.40875695,
Arab World,2005,,,68.59121058,
Arab World,2006,,,68.78735349,
Arab World,2007,,,68.98531579,
Arab World,2008,,,69.17849741,
Arab World,2009,,,69.37120207,
Arab World,2010,,,69.56064834,
Arab World,2011,,,69.73832617,
Arab World,2012,,,69.91267786,
Arab World,2013,,,70.08592474,
Argentina,1800,ARG,534000,,
Argentina,1820,ARG,534000,,
Argentina,1850,ARG,1100000,,
Argentina,1870,ARG,1796000,,
Argentina,1890,ARG,3376000,,
Argentina,1900,ARG,4693000,,
Argentina,1901,ARG,4873000,,
Argentina,1902,ARG,5060000,,
Argentina,1903,ARG,5254000,,
Argentina,1904,ARG,5455000,,
Argentina,1905,ARG,5664000,,
Argentina,1906,ARG,5881000,,
Argentina,1907,ARG,6107000,,
Argentina,1908,ARG,6341000,,
Argentina,1909,ARG,6584000,,
Argentina,1910,ARG,6836000,,
Argentina,1911,ARG,7098000,,
Argentina,1912,ARG,7370000,,
Argentina,1913,ARG,7653000,,
Argentina,1914,ARG,7885000,,
Argentina,1915,ARG,8072000,,
Argentina,1916,ARG,8226000,,
Argentina,1917,ARG,8374000,,
Argentina,1918,ARG,8518000,,
Argentina,1919,ARG,8672000,,
Argentina,1920,ARG,8861000,,
Argentina,1921,ARG,9092000,,
Argentina,1922,ARG,9368000,,
Argentina,1923,ARG,9707000,,
Argentina,1924,ARG,10054000,,
Argentina,1925,ARG,10358000,,
Argentina,1926,ARG,10652000,,
Argentina,1927,ARG,10965000,,
Argentina,1928,ARG,11282000,,
Argentina,1929,ARG,11592000,,
Argentina,1930,ARG,11896000,,
Argentina,1931,ARG,12167000,,
Argentina,1932,ARG,12402000,,
Argentina,1933,ARG,12623000,,
Argentina,1934,ARG,12834000,,
Argentina,1935,ARG,13044000,,
Argentina,1936,ARG,13260000,,
Argentina,1937,ARG,13490000,,
Argentina,1938,ARG,13724000,,
Argentina,1939,ARG,13984000,,
Argentina,1940,ARG,14169000,,
Argentina,1941,ARG,14402000,,
Argentina,1942,ARG,14638000,,
Argentina,1943,ARG,14877000,,
Argentina,1944,ARG,15130000,,
Argentina,1945,ARG,15390000,,
Argentina,1946,ARG,15654000,,
Argentina,1947,ARG,15942000,,
Argentina,1948,ARG,16307000,,
